lakeid,year,metric,sampledate,daynum,daynum_fill,filled_flag
AL,2007,straton,2007-04-23,113,113,FALSE
AL,2007,stratoff,2007-10-08,281,281,FALSE
AL,2007,energy,2007-07-30,211,211,FALSE
AL,2007,stability,2007-06-19,170,170,FALSE
AL,2007,anoxia_summer,2007-08-30,242,242,FALSE
AL,2007,drsif_epiMin,2007-04-23,113,113,FALSE
AL,2007,totnuf_epiMin,2007-05-21,141,141,FALSE
AL,2007,totpuf_epiMin,2007-05-21,141,141,FALSE
AL,2007,doc_epiMax,2007-10-08,281,281,FALSE
AL,2007,totnuf_hypoMax,2007-09-10,253,253,FALSE
AL,2007,totpuf_hypoMax,2007-09-10,253,253,FALSE
AL,2007,drsif_epiSpringMin,2007-04-23,113,113,FALSE
AL,2007,secchi_max,2007-05-21,141,141,FALSE
AL,2007,secchi_min,2007-04-23,113,113,FALSE
AL,2007,secchi_springmax,2007-05-21,141,141,FALSE
AL,2007,zoopDensity,2007-07-16,197,197,FALSE
AL,2007,zoopDensity_spring,2007-07-16,197,197,FALSE
AL,2008,iceoff,2008-04-28,119,119,FALSE
AL,2008,iceon,2008-11-25,330,330,FALSE
AL,2008,straton,2008-05-08,129,129,FALSE
AL,2008,stratoff,2008-09-22,266,266,FALSE
AL,2008,energy,2008-08-12,225,225,FALSE
AL,2008,stability,2008-08-25,238,238,FALSE
AL,2008,anoxia_summer,2008-09-09,253,253,FALSE
AL,2008,drsif_epiMin,2008-05-08,129,129,FALSE
AL,2008,totnuf_epiMin,2008-06-02,154,154,FALSE
AL,2008,totpuf_epiMin,2008-07-28,210,210,FALSE
AL,2008,doc_epiMax,2008-05-08,129,129,FALSE
AL,2008,totnuf_hypoMax,NA,NA,238,TRUE
AL,2008,totpuf_hypoMax,NA,NA,238,TRUE
AL,2008,drsif_epiSpringMin,2008-05-08,129,129,FALSE
AL,2008,secchi_max,2008-06-02,154,154,FALSE
AL,2008,secchi_min,2008-09-22,266,266,FALSE
AL,2008,secchi_springmax,2008-06-02,154,154,FALSE
AL,2008,zoopDensity,2008-08-25,238,238,FALSE
AL,2008,zoopDensity_spring,2008-05-08,129,129,FALSE
AL,2009,iceoff,2009-04-20,110,110,FALSE
AL,2009,iceon,2009-12-07,341,341,FALSE
AL,2009,straton,2009-05-12,132,132,FALSE
AL,2009,stratoff,2009-09-14,257,257,FALSE
AL,2009,energy,2009-09-14,257,257,FALSE
AL,2009,stability,2009-07-06,187,187,FALSE
AL,2009,anoxia_summer,2009-09-14,257,257,FALSE
AL,2009,drsif_epiMin,2009-04-27,117,117,FALSE
AL,2009,totnuf_epiMin,2009-04-27,117,117,FALSE
AL,2009,totpuf_epiMin,2009-06-22,173,173,FALSE
AL,2009,doc_epiMax,2009-11-09,313,313,FALSE
AL,2009,totnuf_hypoMax,2009-06-22,173,173,FALSE
AL,2009,totpuf_hypoMax,2009-06-22,173,173,FALSE
AL,2009,drsif_epiSpringMin,2009-04-27,117,117,FALSE
AL,2009,secchi_max,2009-10-26,299,299,FALSE
AL,2009,secchi_min,2009-08-31,243,243,FALSE
AL,2009,secchi_springmax,2009-06-08,159,159,FALSE
AL,2009,zoopDensity,2009-09-14,257,257,FALSE
AL,2009,zoopDensity_spring,2009-04-27,117,117,FALSE
AL,2010,iceoff,2010-03-31,90,90,FALSE
AL,2010,iceon,2010-11-27,331,331,FALSE
AL,2010,straton,2010-04-27,117,117,FALSE
AL,2010,stratoff,2010-10-12,285,285,FALSE
AL,2010,energy,2010-08-02,214,214,FALSE
AL,2010,stability,2010-05-24,144,144,FALSE
AL,2010,anoxia_summer,2010-08-02,214,214,FALSE
AL,2010,drsif_epiMin,2010-07-08,189,189,FALSE
AL,2010,totnuf_epiMin,2010-07-08,189,189,FALSE
AL,2010,totpuf_epiMin,2010-05-12,132,132,FALSE
AL,2010,doc_epiMax,2010-09-29,272,272,FALSE
AL,2010,totnuf_hypoMax,2010-08-31,243,243,FALSE
AL,2010,totpuf_hypoMax,2010-08-31,243,243,FALSE
AL,2010,drsif_epiSpringMin,2010-07-08,189,189,FALSE
AL,2010,secchi_max,2010-04-27,117,117,FALSE
AL,2010,secchi_min,2010-09-13,256,256,FALSE
AL,2010,secchi_springmax,2010-04-27,117,117,FALSE
AL,2010,zoopDensity,2010-04-12,102,102,FALSE
AL,2010,zoopDensity_spring,2010-04-12,102,102,FALSE
AL,2011,iceoff,2011-04-26,116,116,FALSE
AL,2011,iceon,2011-11-30,334,334,FALSE
AL,2011,straton,2011-05-17,137,137,FALSE
AL,2011,stratoff,2011-10-05,278,278,FALSE
AL,2011,energy,2011-08-08,220,220,FALSE
AL,2011,stability,2011-07-12,193,193,FALSE
AL,2011,anoxia_summer,2011-07-25,206,206,FALSE
AL,2011,drsif_epiMin,2011-05-02,122,122,FALSE
AL,2011,totnuf_epiMin,2011-05-31,151,151,FALSE
AL,2011,totpuf_epiMin,2011-07-25,206,206,FALSE
AL,2011,doc_epiMax,NA,NA,237,TRUE
AL,2011,totnuf_hypoMax,2011-08-22,234,234,FALSE
AL,2011,totpuf_hypoMax,2011-08-22,234,234,FALSE
AL,2011,drsif_epiSpringMin,2011-05-02,122,122,FALSE
AL,2011,secchi_max,2011-06-13,164,164,FALSE
AL,2011,secchi_min,2011-05-31,151,151,FALSE
AL,2011,secchi_springmax,2011-06-13,164,164,FALSE
AL,2011,zoopDensity,2011-07-25,206,206,FALSE
AL,2011,zoopDensity_spring,2011-05-31,151,151,FALSE
AL,2012,iceoff,2012-03-20,80,80,FALSE
AL,2012,iceon,2012-12-07,342,342,FALSE
AL,2012,straton,2012-05-14,135,135,FALSE
AL,2012,stratoff,2012-10-01,275,275,FALSE
AL,2012,energy,2012-07-25,207,207,FALSE
AL,2012,stability,2012-08-06,219,219,FALSE
AL,2012,anoxia_summer,2012-07-25,207,207,FALSE
AL,2012,drsif_epiMin,2012-04-03,94,94,FALSE
AL,2012,totnuf_epiMin,2012-05-29,150,150,FALSE
AL,2012,totpuf_epiMin,2012-05-29,150,150,FALSE
AL,2012,doc_epiMax,2012-06-26,178,178,FALSE
AL,2012,totnuf_hypoMax,NA,NA,238,TRUE
AL,2012,totpuf_hypoMax,2012-08-20,233,233,FALSE
AL,2012,drsif_epiSpringMin,2012-04-03,94,94,FALSE
AL,2012,secchi_max,2012-05-14,135,135,FALSE
AL,2012,secchi_min,2012-09-04,248,248,FALSE
AL,2012,secchi_springmax,2012-05-14,135,135,FALSE
AL,2012,zoopDensity,2012-09-19,263,263,FALSE
AL,2012,zoopDensity_spring,2012-06-26,178,178,FALSE
AL,2013,iceoff,2013-05-09,129,129,FALSE
AL,2013,iceon,2013-11-19,323,323,FALSE
AL,2013,straton,2013-05-14,134,134,FALSE
AL,2013,stratoff,2013-10-14,287,287,FALSE
AL,2013,energy,2013-07-22,203,203,FALSE
AL,2013,stability,2013-07-22,203,203,FALSE
AL,2013,anoxia_summer,2013-07-22,203,203,FALSE
AL,2013,drsif_epiMin,2013-05-14,134,134,FALSE
AL,2013,totnuf_epiMin,2013-11-07,311,311,FALSE
AL,2013,totpuf_epiMin,2013-06-10,161,161,FALSE
AL,2013,doc_epiMax,2013-06-10,161,161,FALSE
AL,2013,totnuf_hypoMax,2013-10-01,274,274,FALSE
AL,2013,totpuf_hypoMax,2013-10-01,274,274,FALSE
AL,2013,drsif_epiSpringMin,2013-05-14,134,134,FALSE
AL,2013,secchi_max,2013-06-10,161,161,FALSE
AL,2013,secchi_min,2013-05-14,134,134,FALSE
AL,2013,secchi_springmax,2013-06-10,161,161,FALSE
AL,2013,zoopDensity,2013-08-07,219,219,FALSE
AL,2013,zoopDensity_spring,2013-07-11,192,192,FALSE
AL,2014,iceoff,2014-05-07,127,127,FALSE
AL,2014,iceon,2014-11-21,325,325,FALSE
AL,2014,straton,2014-05-20,140,140,FALSE
AL,2014,stratoff,2014-10-06,279,279,FALSE
AL,2014,energy,2014-08-26,238,238,FALSE
AL,2014,stability,2014-06-02,153,153,FALSE
AL,2014,anoxia_summer,2014-07-02,183,183,FALSE
AL,2014,drsif_epiMin,2014-05-20,140,140,FALSE
AL,2014,totnuf_epiMin,2014-05-20,140,140,FALSE
AL,2014,totpuf_epiMin,2014-08-12,224,224,FALSE
AL,2014,doc_epiMax,2014-07-14,195,195,FALSE
AL,2014,totnuf_hypoMax,2014-09-08,251,251,FALSE
AL,2014,totpuf_hypoMax,2014-09-08,251,251,FALSE
AL,2014,drsif_epiSpringMin,2014-05-20,140,140,FALSE
AL,2014,secchi_max,2014-06-17,168,168,FALSE
AL,2014,secchi_min,2014-05-20,140,140,FALSE
AL,2014,secchi_springmax,2014-06-17,168,168,FALSE
AL,2014,zoopDensity,2014-05-20,140,140,FALSE
AL,2014,zoopDensity_spring,2014-05-20,140,140,FALSE
AL,2015,iceoff,2015-04-14,104,104,FALSE
AL,2015,iceon,2015-11-30,334,334,FALSE
AL,2015,straton,2015-05-05,125,125,FALSE
AL,2015,stratoff,2015-09-21,264,264,FALSE
AL,2015,energy,2015-07-27,208,208,FALSE
AL,2015,stability,2015-07-27,208,208,FALSE
AL,2015,anoxia_summer,2015-07-13,194,194,FALSE
AL,2015,drsif_epiMin,2015-04-21,111,111,FALSE
AL,2015,totnuf_epiMin,2015-07-13,194,194,FALSE
AL,2015,totpuf_epiMin,2015-06-18,169,169,FALSE
AL,2015,doc_epiMax,2015-09-08,251,251,FALSE
AL,2015,totnuf_hypoMax,2015-09-08,251,251,FALSE
AL,2015,totpuf_hypoMax,2015-09-08,251,251,FALSE
AL,2015,drsif_epiSpringMin,2015-04-21,111,111,FALSE
AL,2015,secchi_max,2015-05-05,125,125,FALSE
AL,2015,secchi_min,2015-04-21,111,111,FALSE
AL,2015,secchi_springmax,2015-05-05,125,125,FALSE
AL,2015,zoopDensity,2015-08-10,222,222,FALSE
AL,2015,zoopDensity_spring,2015-05-19,139,139,FALSE
AL,2016,iceoff,2016-04-18,109,109,FALSE
AL,2016,iceon,2016-12-12,347,347,FALSE
AL,2016,straton,2016-04-25,116,116,FALSE
AL,2016,stratoff,2016-09-26,270,270,FALSE
AL,2016,energy,2016-08-18,231,231,FALSE
AL,2016,stability,2016-06-20,172,172,FALSE
AL,2016,anoxia_summer,2016-08-03,216,216,FALSE
AL,2016,drsif_epiMin,2016-04-25,116,116,FALSE
AL,2016,totnuf_epiMin,2016-05-23,144,144,FALSE
AL,2016,totpuf_epiMin,2016-06-20,172,172,FALSE
AL,2016,doc_epiMax,2016-11-10,315,315,FALSE
AL,2016,totnuf_hypoMax,NA,NA,238,TRUE
AL,2016,totpuf_hypoMax,NA,NA,238,TRUE
AL,2016,drsif_epiSpringMin,2016-04-25,116,116,FALSE
AL,2016,secchi_max,2016-06-06,158,158,FALSE
AL,2016,secchi_min,2016-04-25,116,116,FALSE
AL,2016,secchi_springmax,2016-06-06,158,158,FALSE
AL,2016,zoopDensity,2016-08-18,231,231,FALSE
AL,2016,zoopDensity_spring,2016-06-20,172,172,FALSE
AL,2017,iceoff,2017-04-09,99,99,FALSE
AL,2017,iceon,2017-11-20,324,324,FALSE
AL,2017,straton,2017-05-16,136,136,FALSE
AL,2017,stratoff,2017-10-04,277,277,FALSE
AL,2017,energy,2017-07-25,206,206,FALSE
AL,2017,stability,2017-08-22,234,234,FALSE
AL,2017,anoxia_summer,2017-07-25,206,206,FALSE
AL,2017,drsif_epiMin,2017-04-17,107,107,FALSE
AL,2017,totnuf_epiMin,2017-06-14,165,165,FALSE
AL,2017,totpuf_epiMin,2017-05-16,136,136,FALSE
AL,2017,doc_epiMax,2017-07-12,193,193,FALSE
AL,2017,totnuf_hypoMax,2017-10-04,277,277,FALSE
AL,2017,totpuf_hypoMax,2017-08-08,220,220,FALSE
AL,2017,drsif_epiSpringMin,2017-04-17,107,107,FALSE
AL,2017,secchi_max,2017-05-03,123,123,FALSE
AL,2017,secchi_min,2017-10-04,277,277,FALSE
AL,2017,secchi_springmax,2017-05-03,123,123,FALSE
AL,2017,zoopDensity,2017-08-08,220,220,FALSE
AL,2017,zoopDensity_spring,2017-07-12,193,193,FALSE
AL,2018,iceoff,2018-05-07,127,127,FALSE
AL,2018,iceon,2018-11-16,320,320,FALSE
AL,2018,straton,2018-05-14,134,134,FALSE
AL,2018,stratoff,2018-10-02,275,275,FALSE
AL,2018,energy,2018-07-11,192,192,FALSE
AL,2018,stability,2018-05-29,149,149,FALSE
AL,2018,anoxia_summer,2018-07-11,192,192,FALSE
AL,2018,drsif_epiMin,2018-05-14,134,134,FALSE
AL,2018,totnuf_epiMin,2018-06-11,162,162,FALSE
AL,2018,totpuf_epiMin,2018-06-11,162,162,FALSE
AL,2018,doc_epiMax,2018-08-08,220,220,FALSE
AL,2018,totnuf_hypoMax,2018-10-02,275,275,FALSE
AL,2018,totpuf_hypoMax,2018-09-04,247,247,FALSE
AL,2018,drsif_epiSpringMin,2018-05-14,134,134,FALSE
AL,2018,secchi_max,2018-09-17,260,260,FALSE
AL,2018,secchi_min,2018-05-14,134,134,FALSE
AL,2018,secchi_springmax,2018-06-25,176,176,FALSE
AL,2018,zoopDensity,2018-08-08,220,220,FALSE
AL,2018,zoopDensity_spring,2018-06-11,162,162,FALSE
BM,1982,iceoff,1982-05-04,124,124,FALSE
BM,1982,iceon,1982-12-07,341,341,FALSE
BM,1982,straton,1982-05-25,145,145,FALSE
BM,1982,stratoff,1982-10-06,279,279,FALSE
BM,1982,energy,1982-08-05,217,217,FALSE
BM,1982,stability,1982-08-05,217,217,FALSE
BM,1982,anoxia_summer,1982-09-08,251,251,FALSE
BM,1982,drsif_epiMin,1982-05-25,145,145,FALSE
BM,1982,totnuf_epiMin,NA,NA,198.5,TRUE
BM,1982,totpuf_epiMin,NA,NA,175.5,TRUE
BM,1982,doc_epiMax,NA,NA,219,TRUE
BM,1982,totnuf_hypoMax,NA,NA,276,TRUE
BM,1982,totpuf_hypoMax,NA,NA,264,TRUE
BM,1982,drsif_epiSpringMin,1982-05-25,145,145,FALSE
BM,1982,secchi_max,1982-06-21,172,172,FALSE
BM,1982,secchi_min,1982-05-25,145,145,FALSE
BM,1982,secchi_springmax,1982-06-21,172,172,FALSE
BM,1982,zoopDensity,1982-05-25,145,145,FALSE
BM,1982,zoopDensity_spring,1982-05-25,145,145,FALSE
BM,1983,iceoff,1983-05-02,122,122,FALSE
BM,1983,iceon,1983-12-03,337,337,FALSE
BM,1983,straton,1983-05-26,146,146,FALSE
BM,1983,stratoff,1983-10-17,290,290,FALSE
BM,1983,energy,1983-07-18,199,199,FALSE
BM,1983,stability,1983-09-07,250,250,FALSE
BM,1983,anoxia_summer,1983-09-07,250,250,FALSE
BM,1983,drsif_epiMin,1983-11-14,318,318,FALSE
BM,1983,totnuf_epiMin,NA,NA,198.5,TRUE
BM,1983,totpuf_epiMin,NA,NA,175.5,TRUE
BM,1983,doc_epiMax,NA,NA,219,TRUE
BM,1983,totnuf_hypoMax,NA,NA,276,TRUE
BM,1983,totpuf_hypoMax,NA,NA,264,TRUE
BM,1983,drsif_epiSpringMin,1983-06-06,157,157,FALSE
BM,1983,secchi_max,1983-06-06,157,157,FALSE
BM,1983,secchi_min,1983-08-17,229,229,FALSE
BM,1983,secchi_springmax,1983-06-06,157,157,FALSE
BM,1983,zoopDensity,1983-09-07,250,250,FALSE
BM,1983,zoopDensity_spring,1983-07-06,187,187,FALSE
BM,1984,iceoff,1984-04-23,114,114,FALSE
BM,1984,iceon,1984-11-21,326,326,FALSE
BM,1984,straton,1984-05-07,128,128,FALSE
BM,1984,stratoff,1984-10-15,289,289,FALSE
BM,1984,energy,1984-08-13,226,226,FALSE
BM,1984,stability,1984-09-04,248,248,FALSE
BM,1984,anoxia_summer,1984-08-13,226,226,FALSE
BM,1984,drsif_epiMin,1984-09-25,269,269,FALSE
BM,1984,totnuf_epiMin,NA,NA,198.5,TRUE
BM,1984,totpuf_epiMin,NA,NA,175.5,TRUE
BM,1984,doc_epiMax,NA,NA,219,TRUE
BM,1984,totnuf_hypoMax,NA,NA,276,TRUE
BM,1984,totpuf_hypoMax,NA,NA,264,TRUE
BM,1984,drsif_epiSpringMin,1984-06-20,172,172,FALSE
BM,1984,secchi_max,1984-06-20,172,172,FALSE
BM,1984,secchi_min,1984-07-17,199,199,FALSE
BM,1984,secchi_springmax,1984-06-20,172,172,FALSE
BM,1984,zoopDensity,1984-09-04,248,248,FALSE
BM,1984,zoopDensity_spring,1984-05-07,128,128,FALSE
BM,1985,iceoff,1985-04-23,113,113,FALSE
BM,1985,iceon,1985-11-25,329,329,FALSE
BM,1985,straton,1985-05-14,134,134,FALSE
BM,1985,stratoff,1985-10-03,276,276,FALSE
BM,1985,energy,1985-08-08,220,220,FALSE
BM,1985,stability,1985-08-08,220,220,FALSE
BM,1985,anoxia_summer,1985-08-21,233,233,FALSE
BM,1985,drsif_epiMin,1985-10-25,298,298,FALSE
BM,1985,totnuf_epiMin,NA,NA,198.5,TRUE
BM,1985,totpuf_epiMin,NA,NA,175.5,TRUE
BM,1985,doc_epiMax,NA,NA,219,TRUE
BM,1985,totnuf_hypoMax,NA,NA,276,TRUE
BM,1985,totpuf_hypoMax,NA,NA,264,TRUE
BM,1985,drsif_epiSpringMin,1985-06-13,164,164,FALSE
BM,1985,secchi_max,1985-05-30,150,150,FALSE
BM,1985,secchi_min,1985-05-14,134,134,FALSE
BM,1985,secchi_springmax,1985-05-30,150,150,FALSE
BM,1985,zoopDensity,1985-11-13,317,317,FALSE
BM,1985,zoopDensity_spring,1985-05-30,150,150,FALSE
BM,1986,iceoff,1986-04-13,103,103,FALSE
BM,1986,iceon,1986-11-18,322,322,FALSE
BM,1986,straton,1986-05-08,128,128,FALSE
BM,1986,stratoff,1986-10-07,280,280,FALSE
BM,1986,energy,1986-07-30,211,211,FALSE
BM,1986,stability,1986-08-25,237,237,FALSE
BM,1986,anoxia_summer,1986-07-30,211,211,FALSE
BM,1986,drsif_epiMin,1986-10-07,280,280,FALSE
BM,1986,totnuf_epiMin,NA,NA,198.5,TRUE
BM,1986,totpuf_epiMin,NA,NA,175.5,TRUE
BM,1986,doc_epiMax,1986-08-12,224,224,FALSE
BM,1986,totnuf_hypoMax,NA,NA,276,TRUE
BM,1986,totpuf_hypoMax,NA,NA,264,TRUE
BM,1986,drsif_epiSpringMin,1986-05-19,139,139,FALSE
BM,1986,secchi_max,1986-05-19,139,139,FALSE
BM,1986,secchi_min,1986-04-23,113,113,FALSE
BM,1986,secchi_springmax,1986-05-19,139,139,FALSE
BM,1986,zoopDensity,1986-05-08,128,128,FALSE
BM,1986,zoopDensity_spring,1986-05-08,128,128,FALSE
BM,1987,iceoff,1987-04-11,101,101,FALSE
BM,1987,iceon,1987-12-03,337,337,FALSE
BM,1987,straton,1987-05-06,126,126,FALSE
BM,1987,stratoff,1987-10-06,279,279,FALSE
BM,1987,energy,1987-07-28,209,209,FALSE
BM,1987,stability,1987-08-11,223,223,FALSE
BM,1987,anoxia_summer,1987-08-24,236,236,FALSE
BM,1987,drsif_epiMin,1987-11-04,308,308,FALSE
BM,1987,totnuf_epiMin,1987-07-14,195,195,FALSE
BM,1987,totpuf_epiMin,1987-05-21,141,141,FALSE
BM,1987,doc_epiMax,1987-08-11,223,223,FALSE
BM,1987,totnuf_hypoMax,1987-10-06,279,279,FALSE
BM,1987,totpuf_hypoMax,1987-10-06,279,279,FALSE
BM,1987,drsif_epiSpringMin,1987-06-11,162,162,FALSE
BM,1987,secchi_max,1987-05-21,141,141,FALSE
BM,1987,secchi_min,1987-04-16,106,106,FALSE
BM,1987,secchi_springmax,1987-05-21,141,141,FALSE
BM,1987,zoopDensity,1987-05-21,141,141,FALSE
BM,1987,zoopDensity_spring,1987-05-21,141,141,FALSE
BM,1988,iceoff,1988-04-16,107,107,FALSE
BM,1988,iceon,1988-12-01,336,336,FALSE
BM,1988,straton,1988-05-11,132,132,FALSE
BM,1988,stratoff,1988-10-13,287,287,FALSE
BM,1988,energy,1988-08-04,217,217,FALSE
BM,1988,stability,1988-08-18,231,231,FALSE
BM,1988,anoxia_summer,1988-08-18,231,231,FALSE
BM,1988,drsif_epiMin,1988-11-07,312,312,FALSE
BM,1988,totnuf_epiMin,1988-08-18,231,231,FALSE
BM,1988,totpuf_epiMin,1988-06-22,174,174,FALSE
BM,1988,doc_epiMax,1988-07-20,202,202,FALSE
BM,1988,totnuf_hypoMax,NA,NA,276,TRUE
BM,1988,totpuf_hypoMax,NA,NA,264,TRUE
BM,1988,drsif_epiSpringMin,1988-05-25,146,146,FALSE
BM,1988,secchi_max,1988-05-25,146,146,FALSE
BM,1988,secchi_min,1988-04-25,116,116,FALSE
BM,1988,secchi_springmax,1988-05-25,146,146,FALSE
BM,1988,zoopDensity,1988-11-07,312,312,FALSE
BM,1988,zoopDensity_spring,1988-05-11,132,132,FALSE
BM,1989,iceoff,1989-04-28,118,118,FALSE
BM,1989,iceon,1989-11-22,326,326,FALSE
BM,1989,straton,1989-05-15,135,135,FALSE
BM,1989,stratoff,1989-10-03,276,276,FALSE
BM,1989,energy,1989-07-25,206,206,FALSE
BM,1989,stability,1989-07-25,206,206,FALSE
BM,1989,anoxia_summer,1989-08-22,234,234,FALSE
BM,1989,drsif_epiMin,1989-11-14,318,318,FALSE
BM,1989,totnuf_epiMin,1989-07-25,206,206,FALSE
BM,1989,totpuf_epiMin,1989-08-22,234,234,FALSE
BM,1989,doc_epiMax,1989-09-20,263,263,FALSE
BM,1989,totnuf_hypoMax,1989-09-20,263,263,FALSE
BM,1989,totpuf_hypoMax,1989-09-20,263,263,FALSE
BM,1989,drsif_epiSpringMin,1989-05-31,151,151,FALSE
BM,1989,secchi_max,1989-05-31,151,151,FALSE
BM,1989,secchi_min,1989-10-17,290,290,FALSE
BM,1989,secchi_springmax,1989-05-31,151,151,FALSE
BM,1989,zoopDensity,1989-05-31,151,151,FALSE
BM,1989,zoopDensity_spring,1989-05-31,151,151,FALSE
BM,1990,iceoff,1990-04-19,109,109,FALSE
BM,1990,iceon,1990-12-05,339,339,FALSE
BM,1990,straton,1990-05-01,121,121,FALSE
BM,1990,stratoff,1990-10-01,274,274,FALSE
BM,1990,energy,1990-07-26,207,207,FALSE
BM,1990,stability,1990-08-21,233,233,FALSE
BM,1990,anoxia_summer,1990-08-06,218,218,FALSE
BM,1990,drsif_epiMin,1990-05-31,151,151,FALSE
BM,1990,totnuf_epiMin,1990-06-26,177,177,FALSE
BM,1990,totpuf_epiMin,1990-06-26,177,177,FALSE
BM,1990,doc_epiMax,1990-11-14,318,318,FALSE
BM,1990,totnuf_hypoMax,NA,NA,276,TRUE
BM,1990,totpuf_hypoMax,NA,NA,264,TRUE
BM,1990,drsif_epiSpringMin,1990-05-31,151,151,FALSE
BM,1990,secchi_max,1990-05-31,151,151,FALSE
BM,1990,secchi_min,1990-05-01,121,121,FALSE
BM,1990,secchi_springmax,1990-05-31,151,151,FALSE
BM,1990,zoopDensity,1990-08-21,233,233,FALSE
BM,1990,zoopDensity_spring,1990-05-01,121,121,FALSE
BM,1991,iceoff,1991-04-22,112,112,FALSE
BM,1991,iceon,1991-11-27,331,331,FALSE
BM,1991,straton,1991-05-20,140,140,FALSE
BM,1991,stratoff,1991-09-24,267,267,FALSE
BM,1991,energy,1991-08-14,226,226,FALSE
BM,1991,stability,1991-08-27,239,239,FALSE
BM,1991,anoxia_summer,1991-09-09,252,252,FALSE
BM,1991,drsif_epiMin,1991-10-29,302,302,FALSE
BM,1991,totnuf_epiMin,1991-07-29,210,210,FALSE
BM,1991,totpuf_epiMin,1991-08-27,239,239,FALSE
BM,1991,doc_epiMax,1991-05-06,126,126,FALSE
BM,1991,totnuf_hypoMax,NA,NA,276,TRUE
BM,1991,totpuf_hypoMax,NA,NA,264,TRUE
BM,1991,drsif_epiSpringMin,1991-06-05,156,156,FALSE
BM,1991,secchi_max,1991-06-05,156,156,FALSE
BM,1991,secchi_min,1991-05-06,126,126,FALSE
BM,1991,secchi_springmax,1991-06-05,156,156,FALSE
BM,1991,zoopDensity,1991-10-29,302,302,FALSE
BM,1991,zoopDensity_spring,1991-05-06,126,126,FALSE
BM,1992,iceoff,1992-05-01,122,122,FALSE
BM,1992,iceon,1992-11-30,335,335,FALSE
BM,1992,straton,1992-05-20,141,141,FALSE
BM,1992,stratoff,1992-10-07,281,281,FALSE
BM,1992,energy,1992-08-12,225,225,FALSE
BM,1992,stability,1992-06-18,170,170,FALSE
BM,1992,anoxia_summer,1992-08-25,238,238,FALSE
BM,1992,drsif_epiMin,1992-06-03,155,155,FALSE
BM,1992,totnuf_epiMin,1992-07-08,190,190,FALSE
BM,1992,totpuf_epiMin,1992-06-03,155,155,FALSE
BM,1992,doc_epiMax,1992-07-08,190,190,FALSE
BM,1992,totnuf_hypoMax,1992-08-25,238,238,FALSE
BM,1992,totpuf_hypoMax,1992-08-25,238,238,FALSE
BM,1992,drsif_epiSpringMin,1992-06-03,155,155,FALSE
BM,1992,secchi_max,1992-06-03,155,155,FALSE
BM,1992,secchi_min,1992-09-23,267,267,FALSE
BM,1992,secchi_springmax,1992-06-03,155,155,FALSE
BM,1992,zoopDensity,1992-05-05,126,126,FALSE
BM,1992,zoopDensity_spring,1992-05-05,126,126,FALSE
BM,1993,iceoff,1993-05-02,122,122,FALSE
BM,1993,iceon,1993-12-01,335,335,FALSE
BM,1993,straton,1993-05-18,138,138,FALSE
BM,1993,stratoff,1993-10-04,277,277,FALSE
BM,1993,energy,1993-08-26,238,238,FALSE
BM,1993,stability,1993-07-28,209,209,FALSE
BM,1993,anoxia_summer,1993-09-08,251,251,FALSE
BM,1993,drsif_epiMin,1993-10-19,292,292,FALSE
BM,1993,totnuf_epiMin,1993-05-05,125,125,FALSE
BM,1993,totpuf_epiMin,1993-05-05,125,125,FALSE
BM,1993,doc_epiMax,1993-06-28,179,179,FALSE
BM,1993,totnuf_hypoMax,1993-09-21,264,264,FALSE
BM,1993,totpuf_hypoMax,1993-09-21,264,264,FALSE
BM,1993,drsif_epiSpringMin,1993-06-02,153,153,FALSE
BM,1993,secchi_max,1993-06-02,153,153,FALSE
BM,1993,secchi_min,1993-05-18,138,138,FALSE
BM,1993,secchi_springmax,1993-06-02,153,153,FALSE
BM,1993,zoopDensity,1993-08-26,238,238,FALSE
BM,1993,zoopDensity_spring,1993-06-15,166,166,FALSE
BM,1994,iceoff,1994-04-21,111,111,FALSE
BM,1994,iceon,1994-12-09,343,343,FALSE
BM,1994,straton,1994-05-16,136,136,FALSE
BM,1994,stratoff,1994-10-18,291,291,FALSE
BM,1994,energy,1994-07-25,206,206,FALSE
BM,1994,stability,1994-08-10,222,222,FALSE
BM,1994,anoxia_summer,1994-09-19,262,262,FALSE
BM,1994,drsif_epiMin,1994-05-06,126,126,FALSE
BM,1994,totnuf_epiMin,1994-08-26,238,238,FALSE
BM,1994,totpuf_epiMin,1994-08-26,238,238,FALSE
BM,1994,doc_epiMax,1994-06-29,180,180,FALSE
BM,1994,totnuf_hypoMax,1994-10-18,291,291,FALSE
BM,1994,totpuf_hypoMax,1994-10-18,291,291,FALSE
BM,1994,drsif_epiSpringMin,1994-05-06,126,126,FALSE
BM,1994,secchi_max,1994-06-13,164,164,FALSE
BM,1994,secchi_min,1994-06-01,152,152,FALSE
BM,1994,secchi_springmax,1994-06-13,164,164,FALSE
BM,1994,zoopDensity,1994-05-06,126,126,FALSE
BM,1994,zoopDensity_spring,1994-05-06,126,126,FALSE
BM,1995,iceoff,1995-04-24,114,114,FALSE
BM,1995,iceon,1995-11-13,317,317,FALSE
BM,1995,straton,1995-05-16,136,136,FALSE
BM,1995,stratoff,1995-10-16,289,289,FALSE
BM,1995,energy,1995-08-08,220,220,FALSE
BM,1995,stability,1995-08-23,235,235,FALSE
