lakeid,year4,sampledate,larger_group,total_biomass
AL,2009,2009-06-22,COPEPODA,4.403006609903034
AL,2009,2009-06-22,ROTIFERA,5.169128797144541
AL,2009,2009-07-21,CLADOCERA,1.2300736143481188
AL,2009,2009-07-21,COPEPODA,3.748633175933523
AL,2009,2009-07-21,ROTIFERA,3.121249973664012
AL,2009,2009-08-19,CLADOCERA,0.08467615138272258
AL,2009,2009-08-19,COPEPODA,53.605285178242696
AL,2009,2009-08-19,ROTIFERA,3.846446415851481
AL,2009,2009-09-14,CLADOCERA,49.12907618992808
AL,2009,2009-09-14,COPEPODA,194.10719357198568
AL,2009,2009-09-14,ROTIFERA,12.045095544439034
AL,2009,2009-10-14,CLADOCERA,160.4339011090102
AL,2009,2009-10-14,COPEPODA,202.50674673748162
AL,2009,2009-10-14,ROTIFERA,3.1664790294985123
AL,2009,2009-11-09,CLADOCERA,272.3634720675658
AL,2009,2009-11-09,COPEPODA,141.45625825497083
AL,2009,2009-11-09,ROTIFERA,2.8291360277970354
AL,2010,2010-02-16,CLADOCERA,39.70689929052473
AL,2010,2010-02-16,COPEPODA,48.608678829197565
AL,2010,2010-02-16,ROTIFERA,0.3179344637974594
AL,2010,2010-04-12,CLADOCERA,67.88199089928021
AL,2010,2010-04-12,COPEPODA,291.9649533258864
AL,2010,2010-04-12,ROTIFERA,1.4713541742168008
AL,2010,2010-05-12,CLADOCERA,58.024740608111316
AL,2010,2010-05-12,COPEPODA,52.25784586154811
AL,2010,2010-05-12,ROTIFERA,2.0342705993148336
AL,2010,2010-06-07,CLADOCERA,1.4202982030487221
AL,2010,2010-06-07,COPEPODA,17.573032208760353
AL,2010,2010-06-07,ROTIFERA,14.499136113833853
AL,2010,2010-07-08,CLADOCERA,4.752503422463244
AL,2010,2010-07-08,COPEPODA,13.087812578560051
AL,2010,2010-07-08,ROTIFERA,6.9320408979859565
AL,2010,2010-08-02,CLADOCERA,1.9839767524942
AL,2010,2010-08-02,COPEPODA,20.385921711883505
AL,2010,2010-08-02,ROTIFERA,1.4665118613940882
AL,2010,2010-08-31,CLADOCERA,48.60630001829443
AL,2010,2010-08-31,COPEPODA,179.73970467311045
AL,2010,2010-08-31,ROTIFERA,6.558787661293953
AL,2010,2010-09-29,CLADOCERA,26.904493513377645
AL,2010,2010-09-29,COPEPODA,70.3417072577555
AL,2010,2010-09-29,ROTIFERA,14.757175656757617
AL,2010,2010-11-10,CLADOCERA,323.6668004656733
AL,2010,2010-11-10,COPEPODA,58.13878971020331
AL,2010,2010-11-10,ROTIFERA,1.3638727230412404
AL,2011,2011-02-15,CLADOCERA,73.19343906675294
AL,2011,2011-02-15,COPEPODA,11.774173357627623
AL,2011,2011-02-15,ROTIFERA,0.02150016011567083
AL,2011,2011-05-02,CLADOCERA,12.88100382861886
AL,2011,2011-05-02,COPEPODA,16.181789118718914
AL,2011,2011-05-02,ROTIFERA,4.581766754593941
AL,2011,2011-05-31,CLADOCERA,104.13547776469699
AL,2011,2011-05-31,COPEPODA,17.58438869182428
AL,2011,2011-05-31,ROTIFERA,0.30638286818342647
AL,2011,2011-06-27,CLADOCERA,0.13739208434604877
AL,2011,2011-06-27,COPEPODA,37.99661076633074
AL,2011,2011-06-27,ROTIFERA,14.273548091748006
AL,2011,2011-07-25,CLADOCERA,10.062490222128833
AL,2011,2011-07-25,COPEPODA,81.54333542510666
AL,2011,2011-07-25,ROTIFERA,14.89739122990631
AL,2011,2011-08-22,CLADOCERA,78.36458513178297
AL,2011,2011-08-22,COPEPODA,75.16434393208827
AL,2011,2011-08-22,ROTIFERA,11.833029481008213
AL,2011,2011-09-19,CLADOCERA,272.9418641775103
AL,2011,2011-09-19,COPEPODA,61.314559846748
AL,2011,2011-09-19,ROTIFERA,3.0025111792102184
AL,2011,2011-10-17,CLADOCERA,23.00420154626054
AL,2011,2011-10-17,COPEPODA,7.581828920007027
AL,2011,2011-10-17,ROTIFERA,2.1117558702748416
AL,2011,2011-11-11,CLADOCERA,61.978626123969704
AL,2011,2011-11-11,COPEPODA,32.43298210045129
AL,2011,2011-11-11,ROTIFERA,1.0869388054629874
AL,2012,2012-02-23,CLADOCERA,77.12990919554314
AL,2012,2012-02-23,COPEPODA,2.109914866966136
AL,2012,2012-02-23,ROTIFERA,0.07794586865723553
AL,2012,2012-04-03,CLADOCERA,1.2186972151177322
AL,2012,2012-04-03,COPEPODA,19.284238311922746
AL,2012,2012-04-03,ROTIFERA,0.918326242386325
AL,2012,2012-04-30,CLADOCERA,63.04379644671591
AL,2012,2012-04-30,COPEPODA,41.60192679360676
AL,2012,2012-04-30,ROTIFERA,2.751736168252689
AL,2012,2012-05-29,CLADOCERA,17.83719303634542
AL,2012,2012-05-29,COPEPODA,21.887061299648906
AL,2012,2012-05-29,ROTIFERA,4.458953277744985
AL,2012,2012-06-26,CLADOCERA,8.045059024696204
AL,2012,2012-06-26,COPEPODA,30.157518945498765
AL,2012,2012-06-26,ROTIFERA,5.8633664242341
AL,2012,2012-07-25,CLADOCERA,1.4749687469379325
AL,2012,2012-07-25,COPEPODA,14.286030205911352
AL,2012,2012-07-25,ROTIFERA,0.8310695012874791
AL,2012,2012-08-20,CLADOCERA,2.753121430027415
AL,2012,2012-08-20,COPEPODA,57.84710336068325
AL,2012,2012-08-20,ROTIFERA,3.4525229621534743
AL,2012,2012-09-19,CLADOCERA,50.95518479664161
AL,2012,2012-09-19,COPEPODA,142.05710801180848
AL,2012,2012-09-19,ROTIFERA,5.356274732702847
AL,2012,2012-10-18,CLADOCERA,92.09907923473541
AL,2012,2012-10-18,COPEPODA,176.3865234968017
AL,2012,2012-10-18,ROTIFERA,0.9675711861605419
AL,2012,2012-11-09,CLADOCERA,176.40801192434253
AL,2012,2012-11-09,COPEPODA,104.43487298892975
AL,2012,2012-11-09,ROTIFERA,1.0596561731951315
AL,2013,2013-02-25,CLADOCERA,182.8143285207755
AL,2013,2013-02-25,COPEPODA,65.53887116503175
AL,2013,2013-02-25,ROTIFERA,0.07652063678748904
AL,2013,2013-05-14,CLADOCERA,6.263724781430372
AL,2013,2013-05-14,COPEPODA,17.55576504139844
AL,2013,2013-05-14,ROTIFERA,0.5882733027999462
AL,2013,2013-06-10,CLADOCERA,62.490993362397944
AL,2013,2013-06-10,COPEPODA,23.823322246511506
AL,2013,2013-06-10,ROTIFERA,4.369271413918608
AL,2013,2013-07-11,CLADOCERA,31.27216714786458
AL,2013,2013-07-11,COPEPODA,53.087861635098264
AL,2013,2013-07-11,ROTIFERA,14.518310092786685
AL,2013,2013-08-07,CLADOCERA,17.34429309970707
AL,2013,2013-08-07,COPEPODA,156.47029848666617
AL,2013,2013-08-07,ROTIFERA,12.539886216079054
AL,2013,2013-09-03,CLADOCERA,10.408736584232754
AL,2013,2013-09-03,COPEPODA,110.70864819694391
AL,2013,2013-09-03,ROTIFERA,2.5181510643786824
AL,2013,2013-10-01,CLADOCERA,1.2328857789775407
AL,2013,2013-10-01,COPEPODA,40.93412996144106
AL,2013,2013-10-01,ROTIFERA,9.55477321091983
AL,2013,2013-11-07,CLADOCERA,21.869476205786253
AL,2013,2013-11-07,COPEPODA,13.080820826068088
AL,2013,2013-11-07,ROTIFERA,0.2851914702229934
AL,2014,2014-03-18,CLADOCERA,43.27600088909975
AL,2014,2014-03-18,COPEPODA,15.886616988697487
AL,2014,2014-03-18,ROTIFERA,0.15923396531259815
AL,2014,2014-05-20,CLADOCERA,17.187026006330502
AL,2014,2014-05-20,COPEPODA,83.32465274815527
AL,2014,2014-05-20,ROTIFERA,5.4151990836732
AL,2014,2014-06-17,CLADOCERA,79.46502007515915
AL,2014,2014-06-17,COPEPODA,17.222549266420813
AL,2014,2014-06-17,ROTIFERA,3.3394531011165594
AL,2014,2014-07-14,CLADOCERA,25.976479803121062
AL,2014,2014-07-14,COPEPODA,39.837921997962205
AL,2014,2014-07-14,ROTIFERA,7.361422674074419
AL,2014,2014-08-12,CLADOCERA,212.22476647028853
AL,2014,2014-08-12,COPEPODA,48.1644611131787
AL,2014,2014-08-12,ROTIFERA,3.452622406170424
AL,2014,2014-09-08,CLADOCERA,19.673098056602985
AL,2014,2014-09-08,COPEPODA,26.983129572984
AL,2014,2014-09-08,ROTIFERA,2.1387701487941255
AL,2014,2014-10-06,CLADOCERA,104.51273041844458
AL,2014,2014-10-06,COPEPODA,62.095429619509645
AL,2014,2014-10-06,ROTIFERA,4.7316105500416645
AL,2014,2014-11-03,CLADOCERA,349.9020347853159
AL,2014,2014-11-03,COPEPODA,142.0996288998815
AL,2014,2014-11-03,ROTIFERA,0.5331960641355433
AL,2015,2015-02-24,CLADOCERA,75.9396756280513
AL,2015,2015-02-24,COPEPODA,7.411343432502516
AL,2015,2015-02-24,ROTIFERA,0.05837030489975992
AL,2015,2015-04-21,CLADOCERA,11.745618895259849
AL,2015,2015-04-21,COPEPODA,21.524237332431564
AL,2015,2015-04-21,ROTIFERA,1.737760444313899
AL,2015,2015-05-19,CLADOCERA,110.43036526747545
AL,2015,2015-05-19,COPEPODA,61.08788456352893
AL,2015,2015-05-19,ROTIFERA,1.5074515973284834
AL,2015,2015-06-18,CLADOCERA,24.54532064470579
AL,2015,2015-06-18,COPEPODA,81.58800515999404
AL,2015,2015-06-18,ROTIFERA,14.613264819663133
AL,2015,2015-07-13,CLADOCERA,17.57771410286603
AL,2015,2015-07-13,COPEPODA,85.70538383316084
AL,2015,2015-07-13,ROTIFERA,7.455867290160025
AL,2015,2015-08-10,CLADOCERA,52.15623799491276
AL,2015,2015-08-10,COPEPODA,113.22527472968518
AL,2015,2015-08-10,ROTIFERA,8.57304897230767
AL,2015,2015-09-08,CLADOCERA,61.69130891198228
AL,2015,2015-09-08,COPEPODA,102.37704703533271
AL,2015,2015-09-08,ROTIFERA,9.740893210154985
AL,2015,2015-10-06,CLADOCERA,122.55640272660183
AL,2015,2015-10-06,COPEPODA,82.12015418021606
AL,2015,2015-10-06,ROTIFERA,3.765273719234153
AL,2015,2015-11-09,CLADOCERA,43.59015768658447
AL,2015,2015-11-09,COPEPODA,35.37817289088542
AL,2015,2015-11-09,ROTIFERA,3.283429907096432
AL,2016,2016-03-08,CLADOCERA,7.981908722603963
AL,2016,2016-03-08,COPEPODA,25.38698804216757
AL,2016,2016-03-08,ROTIFERA,0.10613384254948827
AL,2016,2016-04-25,CLADOCERA,4.821253810708287
AL,2016,2016-04-25,COPEPODA,13.346423811133791
AL,2016,2016-04-25,ROTIFERA,2.1368863754178995
AL,2016,2016-05-23,CLADOCERA,77.67189670712708
AL,2016,2016-05-23,COPEPODA,30.53197177213703
AL,2016,2016-05-23,ROTIFERA,8.543773939712679
AL,2016,2016-06-20,CLADOCERA,24.288815446330226
AL,2016,2016-06-20,COPEPODA,93.31422027989271
AL,2016,2016-06-20,ROTIFERA,16.89043386892651
AL,2016,2016-07-20,CLADOCERA,16.103316548620338
AL,2016,2016-07-20,COPEPODA,64.14201791806451
AL,2016,2016-07-20,ROTIFERA,8.088067222306066
AL,2016,2016-08-18,CLADOCERA,52.54586827505394
AL,2016,2016-08-18,COPEPODA,78.7448875034683
AL,2016,2016-08-18,ROTIFERA,2.7684127377527985
AL,2016,2016-09-12,CLADOCERA,99.68461682989695
AL,2016,2016-09-12,COPEPODA,36.693844383218504
AL,2016,2016-09-12,ROTIFERA,3.4656764333029946
AL,2016,2016-10-11,CLADOCERA,296.5819860000932
AL,2016,2016-10-11,COPEPODA,49.977448817821546
AL,2016,2016-10-11,ROTIFERA,6.146306282732492
AL,2016,2016-11-10,CLADOCERA,50.25711175823692
AL,2016,2016-11-10,COPEPODA,26.00567603007107
AL,2016,2016-11-10,ROTIFERA,0.6114644650198022
AL,2017,2017-02-20,CLADOCERA,8.650014928261815
AL,2017,2017-02-20,COPEPODA,5.002169624741406
AL,2017,2017-02-20,ROTIFERA,0.1516352588382948
AL,2017,2017-04-17,COPEPODA,14.818098552216961
AL,2017,2017-04-17,ROTIFERA,1.7380625512192245
AL,2017,2017-05-16,CLADOCERA,56.8199073486752
AL,2017,2017-05-16,COPEPODA,45.82896181374678
AL,2017,2017-05-16,ROTIFERA,4.152694745697079
AL,2017,2017-06-14,CLADOCERA,33.89863548997509
AL,2017,2017-06-14,COPEPODA,46.67221237407571
AL,2017,2017-06-14,ROTIFERA,8.161782935149954
AL,2017,2017-07-12,CLADOCERA,36.9578085271191
AL,2017,2017-07-12,COPEPODA,69.16402894577044
AL,2017,2017-07-12,ROTIFERA,22.04016107133514
AL,2017,2017-08-08,CLADOCERA,11.444667319409033
AL,2017,2017-08-08,COPEPODA,293.82390911605916
AL,2017,2017-08-08,ROTIFERA,6.76383863274949
AL,2017,2017-09-05,CLADOCERA,3.2273227857205855
AL,2017,2017-09-05,COPEPODA,52.822328319581615
AL,2017,2017-09-05,ROTIFERA,15.170198718131282
AL,2017,2017-10-04,CLADOCERA,26.656877124252254
AL,2017,2017-10-04,COPEPODA,57.847303161666815
AL,2017,2017-10-04,ROTIFERA,29.1070124466914
AL,2017,2017-11-07,CLADOCERA,45.80191008491754
AL,2017,2017-11-07,COPEPODA,45.026417555749276
AL,2017,2017-11-07,ROTIFERA,4.756637821129707
AL,2018,2018-02-22,CLADOCERA,29.926870544712322
AL,2018,2018-02-22,COPEPODA,16.67686376750761
AL,2018,2018-02-22,ROTIFERA,0.7692557583728704
AL,2018,2018-05-14,CLADOCERA,0.8875166806798089
AL,2018,2018-05-14,COPEPODA,41.043095664237995
AL,2018,2018-05-14,ROTIFERA,5.637193598072595
AL,2018,2018-06-11,CLADOCERA,119.17394622548359
AL,2018,2018-06-11,COPEPODA,58.5605685969826
AL,2018,2018-06-11,ROTIFERA,18.503264241427285
AL,2018,2018-07-11,CLADOCERA,18.296729115650148
AL,2018,2018-07-11,COPEPODA,63.01945022345933
AL,2018,2018-07-11,ROTIFERA,9.360163128892236
AL,2018,2018-08-08,CLADOCERA,19.49993731287818
AL,2018,2018-08-08,COPEPODA,109.09728017571435
AL,2018,2018-08-08,ROTIFERA,12.541283481112469
AL,2018,2018-09-04,CLADOCERA,63.17204008829177
AL,2018,2018-09-04,COPEPODA,148.05176006586316
AL,2018,2018-09-04,ROTIFERA,3.032727870091463
AL,2018,2018-10-02,CLADOCERA,159.9723962746653
AL,2018,2018-10-02,COPEPODA,28.562516505857836
AL,2018,2018-10-02,ROTIFERA,4.855972028512384
AL,2018,2018-11-05,CLADOCERA,182.01122764072244
AL,2018,2018-11-05,COPEPODA,51.00206320001963
AL,2018,2018-11-05,ROTIFERA,4.91451709031121
AL,2019,2019-02-28,CLADOCERA,17.223840395033047
AL,2019,2019-02-28,COPEPODA,8.300320166442983
AL,2019,2019-02-28,ROTIFERA,0.11270223411537057
AL,2019,2019-05-07,CLADOCERA,10.406590174712887
AL,2019,2019-05-07,COPEPODA,15.020618514254117
AL,2019,2019-05-07,ROTIFERA,5.408241832111303
AL,2019,2019-06-03,CLADOCERA,207.80238474696694
AL,2019,2019-06-03,COPEPODA,54.06604945396077
AL,2019,2019-06-03,ROTIFERA,9.336955049810893
AL,2019,2019-07-01,CLADOCERA,56.135707189944505
AL,2019,2019-07-01,COPEPODA,35.93034884196089
AL,2019,2019-07-01,ROTIFERA,11.477306292404696
AL,2019,2019-07-31,CLADOCERA,34.922444179608924
AL,2019,2019-07-31,COPEPODA,141.4497499377665
AL,2019,2019-07-31,ROTIFERA,7.333481011889892
AL,2019,2019-08-27,CLADOCERA,13.517018674976072
AL,2019,2019-08-27,COPEPODA,260.25712565899323
AL,2019,2019-08-27,ROTIFERA,11.714885762333353
AL,2019,2019-09-23,CLADOCERA,10.664921089005842
AL,2019,2019-09-23,COPEPODA,83.42692558938012
AL,2019,2019-09-23,ROTIFERA,10.357712774061484
AL,2019,2019-10-21,CLADOCERA,11.057712832406882
AL,2019,2019-10-21,COPEPODA,154.70662006944178
AL,2019,2019-10-21,ROTIFERA,4.753653108857104
AL,2019,2019-11-06,CLADOCERA,26.990987130797684
AL,2019,2019-11-06,COPEPODA,74.00615296851484
AL,2019,2019-11-06,ROTIFERA,2.9592872873505
BM,1981,1981-06-04,CLADOCERA,71.5585917114024
BM,1981,1981-06-04,COPEPODA,193.76481073013431
BM,1981,1981-06-04,ROTIFERA,20.80394697349152
BM,1981,1981-06-17,CLADOCERA,206.0023578383097
BM,1981,1981-06-17,COPEPODA,72.32401009616088
BM,1981,1981-06-17,ROTIFERA,5.182612497745733
BM,1981,1981-06-30,CLADOCERA,165.03495350793256
BM,1981,1981-06-30,COPEPODA,36.7786088893285
BM,1981,1981-06-30,ROTIFERA,1.8065999864655988
BM,1981,1981-07-14,CLADOCERA,16.477730151394205
BM,1981,1981-07-14,COPEPODA,6.830957050645292
BM,1981,1981-07-14,ROTIFERA,0.3542732834687821
BM,1981,1981-07-28,CLADOCERA,0.42808428066220267
BM,1981,1981-07-28,COPEPODA,1.218528980317273
BM,1981,1981-07-28,ROTIFERA,0.3800401780455702
BM,1981,1981-08-11,CLADOCERA,8.526178597229908
BM,1981,1981-08-11,COPEPODA,9.67276842557264
BM,1981,1981-08-11,ROTIFERA,0.3326199078373817
BM,1981,1981-08-26,CLADOCERA,10.567982845605805
BM,1981,1981-08-26,COPEPODA,9.304799986162635
BM,1981,1981-08-26,ROTIFERA,0.3965586019018057
BM,1981,1981-09-14,CLADOCERA,12.646114494531167
BM,1981,1981-09-14,COPEPODA,11.530525073105137
BM,1981,1981-09-14,ROTIFERA,1.2035009730923303
BM,1981,1981-09-23,CLADOCERA,39.73137868901046
BM,1981,1981-09-23,COPEPODA,155.44300507257182
BM,1981,1981-09-23,ROTIFERA,5.528117715068124
BM,1981,1981-10-20,CLADOCERA,76.70430997302624
BM,1981,1981-10-20,COPEPODA,370.1320041204335
BM,1981,1981-10-20,ROTIFERA,2.442702736342827
BM,1981,1981-11-30,CLADOCERA,15.73165807017562
BM,1981,1981-11-30,COPEPODA,81.53981956334242
BM,1981,1981-11-30,ROTIFERA,2.8583227436639227
BM,1982,1982-01-25,CLADOCERA,51.96363732183952
BM,1982,1982-01-25,COPEPODA,151.64878420291052
BM,1982,1982-01-25,ROTIFERA,3.115916365030996
BM,1982,1982-02-25,CLADOCERA,25.236697093493405
BM,1982,1982-02-25,COPEPODA,74.40442911556698
BM,1982,1982-02-25,ROTIFERA,5.938145342135302
BM,1982,1982-04-07,CLADOCERA,45.02797369192761
BM,1982,1982-04-07,COPEPODA,42.73257923229039
BM,1982,1982-04-07,ROTIFERA,3.0515628112877966
BM,1982,1982-05-11,CLADOCERA,57.484956384348195
BM,1982,1982-05-11,COPEPODA,197.3703630478996
BM,1982,1982-05-11,ROTIFERA,4.2293901495715645
BM,1982,1982-05-25,CLADOCERA,227.86352322373094
BM,1982,1982-05-25,COPEPODA,193.8561078597623
BM,1982,1982-05-25,ROTIFERA,3.5799125866140837
BM,1982,1982-06-09,CLADOCERA,110.9078066180984
BM,1982,1982-06-09,COPEPODA,150.47926025543325
BM,1982,1982-06-09,ROTIFERA,1.480784024228233
BM,1982,1982-07-08,CLADOCERA,42.81514351138834
BM,1982,1982-07-08,COPEPODA,43.48261613526214
BM,1982,1982-07-08,ROTIFERA,1.5792167336585081
BM,1982,1982-08-05,CLADOCERA,14.138612686497147
BM,1982,1982-08-05,COPEPODA,61.22537198476291
BM,1982,1982-08-05,ROTIFERA,0.41279893133200035
BM,1982,1982-08-18,CLADOCERA,25.21334033249176
BM,1982,1982-08-18,COPEPODA,13.149027031094647
BM,1982,1982-08-18,ROTIFERA,0.13961844268353424
BM,1982,1982-09-08,CLADOCERA,24.11519567375276
BM,1982,1982-09-08,COPEPODA,24.714992748726097
BM,1982,1982-09-08,ROTIFERA,0.5848642090740785
BM,1982,1982-10-06,CLADOCERA,156.57011193857082
BM,1982,1982-10-06,COPEPODA,62.31738145617749
BM,1982,1982-10-06,ROTIFERA,2.894088464067936
BM,1982,1982-10-18,CLADOCERA,138.92129255040126
BM,1982,1982-10-18,COPEPODA,112.57605457509636
BM,1982,1982-10-18,ROTIFERA,2.2982800236350402
BM,1982,1982-11-09,CLADOCERA,29.706586829929062
BM,1982,1982-11-09,COPEPODA,76.43807177330963
BM,1982,1982-11-09,ROTIFERA,0.44630405182484717
BM,1982,1982-12-03,CLADOCERA,40.7022038692338
BM,1982,1982-12-03,COPEPODA,52.22687686628961
BM,1982,1982-12-03,ROTIFERA,0.5268861317523478
BM,1983,1983-01-12,CLADOCERA,18.816428673973657
BM,1983,1983-01-12,COPEPODA,13.292940239051003
BM,1983,1983-01-12,ROTIFERA,0.5927063730133576
BM,1983,1983-02-17,CLADOCERA,14.63184634551049
BM,1983,1983-02-17,COPEPODA,9.450133272053874
BM,1983,1983-02-17,ROTIFERA,1.9863127064091375
BM,1983,1983-03-23,ROTIFERA,1.051519180587646
BM,1983,1983-05-10,CLADOCERA,43.86204890290864
BM,1983,1983-05-10,COPEPODA,59.78946258219516
BM,1983,1983-05-10,ROTIFERA,4.815914864390026
BM,1983,1983-05-26,CLADOCERA,78.20161136842954
BM,1983,1983-05-26,COPEPODA,57.04465662107297
BM,1983,1983-05-26,ROTIFERA,4.6512771525234005
BM,1983,1983-06-06,CLADOCERA,74.19811590588193
BM,1983,1983-06-06,COPEPODA,71.05596081947928
BM,1983,1983-06-06,ROTIFERA,4.018257563456772
BM,1983,1983-06-22,CLADOCERA,53.166700117589144
BM,1983,1983-06-22,COPEPODA,36.17640954932636
BM,1983,1983-06-22,ROTIFERA,4.750592737995038
BM,1983,1983-07-06,CLADOCERA,115.3095593040383
BM,1983,1983-07-06,COPEPODA,32.73386212248622
BM,1983,1983-07-06,ROTIFERA,7.080737620766315
BM,1983,1983-07-18,CLADOCERA,1.7647209915729123
BM,1983,1983-07-18,COPEPODA,14.785886647979977
BM,1983,1983-07-18,ROTIFERA,20.53958291140843
BM,1983,1983-08-02,CLADOCERA,0.5279079889320677
BM,1983,1983-08-02,COPEPODA,0.30873508064373173
BM,1983,1983-08-02,ROTIFERA,6.108683662999551
BM,1983,1983-08-17,CLADOCERA,3.1071155920001705
BM,1983,1983-08-17,COPEPODA,10.724138733593682
BM,1983,1983-08-17,ROTIFERA,20.836689573068877
BM,1983,1983-09-07,CLADOCERA,4.5340594479425596
BM,1983,1983-09-07,COPEPODA,109.04267950517877
BM,1983,1983-09-07,ROTIFERA,0.4308161620314533
BM,1983,1983-09-28,CLADOCERA,3.893011051357007
BM,1983,1983-09-28,COPEPODA,112.0283382936784
BM,1983,1983-09-28,ROTIFERA,0.39887230487527053
BM,1983,1983-10-17,CLADOCERA,1.734554820776794
BM,1983,1983-10-17,COPEPODA,127.29271761747509
BM,1983,1983-10-17,ROTIFERA,0.3511040262613311
BM,1983,1983-11-02,CLADOCERA,26.28732849576288
BM,1983,1983-11-02,COPEPODA,99.7440410111198
BM,1983,1983-11-02,ROTIFERA,1.6970384644294443
BM,1983,1983-11-14,CLADOCERA,98.11027546671215
BM,1983,1983-11-14,COPEPODA,69.72829010554388
BM,1983,1983-11-14,ROTIFERA,1.9624284978418893
BM,1983,1983-11-28,CLADOCERA,187.95107105320696
BM,1983,1983-11-28,COPEPODA,122.51972382473019
BM,1983,1983-11-28,ROTIFERA,2.9884885179673653
BM,1984,1984-01-10,CLADOCERA,76.00190153458092
BM,1984,1984-01-10,COPEPODA,37.54041618956172
BM,1984,1984-01-10,ROTIFERA,1.3810183817540014
BM,1984,1984-02-23,CLADOCERA,3.736595765044415
BM,1984,1984-02-23,COPEPODA,15.726214382145844
BM,1984,1984-02-23,ROTIFERA,0.38634160326026873
BM,1984,1984-04-04,COPEPODA,44.32887827803526
BM,1984,1984-04-04,ROTIFERA,0.6092214542687729
BM,1984,1984-05-07,CLADOCERA,120.37176357393078
BM,1984,1984-05-07,COPEPODA,83.43529050595514
BM,1984,1984-05-07,ROTIFERA,2.4965815331848202
BM,1984,1984-06-06,CLADOCERA,38.70045613796
BM,1984,1984-06-06,COPEPODA,88.60648842393769
BM,1984,1984-06-06,ROTIFERA,5.44797989848738
BM,1984,1984-06-20,CLADOCERA,56.31583617316939
BM,1984,1984-06-20,COPEPODA,30.10242661129925
BM,1984,1984-06-20,ROTIFERA,2.563789717530583
BM,1984,1984-07-03,CLADOCERA,21.519343084677836
BM,1984,1984-07-03,COPEPODA,43.88551758395935
BM,1984,1984-07-03,ROTIFERA,7.782672339383787
BM,1984,1984-07-17,CLADOCERA,13.801023139224059
BM,1984,1984-07-17,COPEPODA,18.818742170323425
BM,1984,1984-07-17,ROTIFERA,28.328044060131546
BM,1984,1984-08-01,CLADOCERA,33.81692725505923
BM,1984,1984-08-01,COPEPODA,74.2275818317791
BM,1984,1984-08-01,ROTIFERA,39.390928984982125
BM,1984,1984-08-13,CLADOCERA,67.60340065320946
BM,1984,1984-08-13,COPEPODA,126.26235617047053
BM,1984,1984-08-13,ROTIFERA,5.058153430080837
BM,1984,1984-09-04,CLADOCERA,56.42743190507837
BM,1984,1984-09-04,COPEPODA,356.2546393646172
BM,1984,1984-09-04,ROTIFERA,2.654009912272607
BM,1984,1984-09-25,CLADOCERA,162.88372203297402
BM,1984,1984-09-25,COPEPODA,83.08014377443001
BM,1984,1984-09-25,ROTIFERA,1.7845282977365766
BM,1984,1984-10-15,CLADOCERA,59.78553224071064
BM,1984,1984-10-15,COPEPODA,45.21874833040903
BM,1984,1984-10-15,ROTIFERA,3.445927095534146
BM,1984,1984-11-05,CLADOCERA,254.8505262736087
BM,1984,1984-11-05,COPEPODA,30.66993985020807
BM,1984,1984-11-05,ROTIFERA,1.143367248454638
BM,1985,1985-01-09,CLADOCERA,89.39453009457381
BM,1985,1985-01-09,COPEPODA,19.303914061282455
BM,1985,1985-01-09,ROTIFERA,0.39771997347360705
BM,1985,1985-02-26,CLADOCERA,17.34848033770621
BM,1985,1985-02-26,COPEPODA,18.01957791107169
BM,1985,1985-02-26,ROTIFERA,0.8953054308051644
BM,1985,1985-03-27,COPEPODA,49.21072560648661
BM,1985,1985-03-27,ROTIFERA,1.3522289632228923
BM,1985,1985-05-01,COPEPODA,9.935428706626872
BM,1985,1985-05-01,ROTIFERA,3.8975909882441573
BM,1985,1985-05-14,CLADOCERA,4.509842534019665
BM,1985,1985-05-14,COPEPODA,73.05098297622536
BM,1985,1985-05-14,ROTIFERA,9.964436207896842
BM,1985,1985-05-30,CLADOCERA,421.57488658081377
BM,1985,1985-05-30,COPEPODA,128.7462424681506
BM,1985,1985-05-30,ROTIFERA,5.399458270521481
BM,1985,1985-06-13,CLADOCERA,27.168057892759325
BM,1985,1985-06-13,COPEPODA,19.602884793008812
BM,1985,1985-06-13,ROTIFERA,1.478450680017842
BM,1985,1985-06-26,CLADOCERA,9.207682541911664
BM,1985,1985-06-26,COPEPODA,19.756608916357347
BM,1985,1985-06-26,ROTIFERA,6.248528095349039
BM,1985,1985-07-09,CLADOCERA,6.862937008062352
BM,1985,1985-07-09,COPEPODA,29.594532357347088
BM,1985,1985-07-09,ROTIFERA,16.798891357264917
BM,1985,1985-07-25,CLADOCERA,21.174951776985086
BM,1985,1985-07-25,COPEPODA,27.341475887969384
BM,1985,1985-07-25,ROTIFERA,6.78379183532485
BM,1985,1985-08-08,CLADOCERA,20.1025649716987
BM,1985,1985-08-08,COPEPODA,49.88145480139349
BM,1985,1985-08-08,ROTIFERA,0.557552872370992
BM,1985,1985-08-21,CLADOCERA,88.02610063844726
BM,1985,1985-08-21,COPEPODA,32.1834099887719
