lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
CR,1998,140,5/20/1998,0.336,,
CR,1998,154,6/3/1998,0.329,,
CR,1998,166,6/15/1998,0.319,,
CR,1998,182,7/1/1998,0.312,,
CR,1998,196,7/15/1998,0.32,,
CR,1998,211,7/30/1998,0.307,,
CR,1998,224,8/12/1998,0.301,,
CR,1998,238,8/26/1998,0.252,,
CR,1998,253,9/10/1998,0.29,,
CR,1998,265,9/22/1998,0.267,,
CR,1998,280,10/7/1998,0.28,,
CR,1998,295,10/22/1998,0.351,,
CR,1998,308,11/4/1998,0.355,,
CR,1999,19,1/19/1999,,V,extcoef: Insufficient light data
CR,1999,53,2/22/1999,0.502,,
CR,1999,78,3/19/1999,0.405,,
CR,1999,125,5/5/1999,0.283,,
CR,1999,139,5/19/1999,0.294,,
CR,1999,154,6/3/1999,0.291,,
CR,1999,168,6/17/1999,0.27,,
CR,1999,181,6/30/1999,0.272,,
CR,1999,195,7/14/1999,0.275,,
CR,1999,210,7/29/1999,0.307,,
CR,1999,223,8/11/1999,0.23,,
CR,1999,237,8/25/1999,0.286,,
CR,1999,251,9/8/1999,0.25,,
CR,1999,265,9/22/1999,0.283,,
CR,1999,279,10/6/1999,0.273,,
CR,1999,293,10/20/1999,0.284,,
CR,1999,313,11/9/1999,0.281,,
CR,2000,17,1/17/2000,,V,extcoef: Insufficient light data
CR,2000,52,2/21/2000,0.595,,
CR,2000,95,4/4/2000,0.253,,
CR,2000,110,4/19/2000,0.258,,
CR,2000,124,5/3/2000,0.26,,
CR,2000,139,5/18/2000,0.263,,
CR,2000,153,6/1/2000,0.233,,
CR,2000,166,6/14/2000,0.231,,
CR,2000,180,6/28/2000,,V,extcoef: Light not monotonically decreasing
CR,2000,195,7/13/2000,0.099,,
CR,2000,209,7/27/2000,0.283,,
CR,2000,223,8/10/2000,0.267,,
CR,2000,234,8/21/2000,0.265,,
CR,2000,252,9/8/2000,0.252,,
CR,2000,265,9/21/2000,0.273,,
CR,2000,279,10/5/2000,0.196,,
CR,2000,293,10/19/2000,0.267,,
CR,2000,307,11/2/2000,0.25,,
CR,2000,320,11/15/2000,0.176,,
CR,2001,19,1/19/2001,0.336,,
CR,2001,51,2/20/2001,0.147,,
CR,2001,94,4/4/2001,0.233,,
CR,2001,123,5/3/2001,0.273,,
CR,2001,136,5/16/2001,0.28,,
CR,2001,152,6/1/2001,0.222,,
CR,2001,164,6/13/2001,0.213,,
CR,2001,179,6/28/2001,0.25,,
CR,2001,193,7/12/2001,0.277,,
CR,2001,206,7/25/2001,0.274,,
CR,2001,221,8/9/2001,0.251,,
CR,2001,235,8/23/2001,,V,extcoef: Light not monotonically decreasing
CR,2001,249,9/6/2001,0.234,,
CR,2001,263,9/20/2001,0.295,,
CR,2001,277,10/4/2001,,V,extcoef: No light data
CR,2001,290,10/17/2001,0.274,,
CR,2001,304,10/31/2001,0.288,,
CR,2001,317,11/13/2001,0.252,,
CR,2002,15,1/15/2002,0.118,,
CR,2002,58,2/27/2002,0.136,,
CR,2002,105,4/15/2002,0.225,,
CR,2002,115,4/25/2002,0.213,,
CR,2002,129,5/9/2002,0.267,,
CR,2002,143,5/23/2002,0.249,,
CR,2002,157,6/6/2002,0.297,,
CR,2002,171,6/20/2002,0.293,,
CR,2002,183,7/2/2002,0.277,,
CR,2002,199,7/18/2002,0.246,,
CR,2002,213,8/1/2002,0.244,,
CR,2002,227,8/15/2002,0.277,,
CR,2002,240,8/28/2002,0.301,,
CR,2002,254,9/11/2002,0.292,,
CR,2002,268,9/25/2002,0.199,,
CR,2002,283,10/10/2002,0.236,,
CR,2002,296,10/23/2002,0.227,,
CR,2002,309,11/5/2002,0.253,,
CR,2003,14,1/14/2003,0.305,,
CR,2003,57,2/26/2003,0.321,,
CR,2003,94,4/4/2003,0.486,,
CR,2003,122,5/2/2003,0.291,,
CR,2003,134,5/14/2003,0.255,,
CR,2003,148,5/28/2003,,V,extcoef: No light data
CR,2003,162,6/11/2003,0.218,,
CR,2003,177,6/26/2003,0.241,,
CR,2003,190,7/9/2003,0.223,,
CR,2003,205,7/24/2003,0.299,,
CR,2003,219,8/7/2003,0.243,,
CR,2003,233,8/21/2003,0.279,,
CR,2003,247,9/4/2003,0.331,,
CR,2003,261,9/18/2003,0.277,,
CR,2003,274,10/1/2003,0.264,,
CR,2003,289,10/16/2003,,V,extcoef: No light data
CR,2003,302,10/29/2003,0.28,,
CR,2003,318,11/14/2003,0.289,,
CR,2004,13,1/13/2004,0.419,,
CR,2004,55,2/24/2004,,V,extcoef: No light data
CR,2004,92,4/1/2004,0.206,,
CR,2004,120,4/29/2004,,V,extcoef: No light data
CR,2004,134,5/13/2004,,V,extcoef: No light data
CR,2004,148,5/27/2004,0.235,,
CR,2004,160,6/8/2004,0.253,,
CR,2004,176,6/24/2004,0.202,,
CR,2004,191,7/9/2004,0.289,,
CR,2004,203,7/21/2004,0.283,,
CR,2004,218,8/5/2004,0.262,,
CR,2004,232,8/19/2004,0.308,,
CR,2004,245,9/1/2004,0.202,,
CR,2004,258,9/14/2004,0.217,,
CR,2004,275,10/1/2004,0.145,,
CR,2004,287,10/13/2004,0.256,,
CR,2004,301,10/27/2004,0.242,,
CR,2004,314,11/9/2004,0.345,,
CR,2005,13,1/13/2005,0.575,,
CR,2005,47,2/16/2005,0.419,,
CR,2005,96,4/6/2005,0.256,,
CR,2005,109,4/19/2005,0.286,,
CR,2005,122,5/2/2005,0.285,,
CR,2005,138,5/18/2005,0.289,,
CR,2005,154,6/3/2005,,V,extcoef: Light not monotonically decreasing
CR,2005,166,6/15/2005,0.383,,
CR,2005,180,6/29/2005,0.284,,
CR,2005,195,7/14/2005,0.316,,
CR,2005,209,7/28/2005,,V,extcoef: Light not monotonically decreasing
CR,2005,222,8/10/2005,0.286,,
CR,2005,236,8/24/2005,0.274,,
CR,2005,249,9/6/2005,,V,extcoef: Light not monotonically decreasing
CR,2005,263,9/20/2005,,V,extcoef: Light not monotonically decreasing
CR,2005,280,10/7/2005,,V,extcoef: Light not monotonically decreasing
CR,2005,291,10/18/2005,,V,extcoef: Light not monotonically decreasing
CR,2005,319,11/15/2005,0.265,,
CR,2006,9,1/9/2006,,V,extcoef: Insufficient light data
CR,2006,47,2/16/2006,0.464,,
CR,2006,89,3/30/2006,0.244,,
CR,2006,109,4/19/2006,0.286,,
CR,2006,122,5/2/2006,0.33,,
CR,2006,139,5/19/2006,0.329,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,2006,151,5/31/2006,0.295,,
CR,2006,166,6/15/2006,0.308,,
CR,2006,180,6/29/2006,0.274,,
CR,2006,194,7/13/2006,0.295,,
CR,2006,208,7/27/2006,0.304,,
CR,2006,222,8/10/2006,0.321,,
CR,2006,235,8/23/2006,0.335,,
CR,2006,251,9/8/2006,0.262,,
CR,2006,263,9/20/2006,0.312,,
CR,2006,278,10/5/2006,0.291,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,2006,291,10/18/2006,0.225,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,2006,307,11/3/2006,0.279,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,2007,19,1/19/2007,0.305,,
CR,2007,53,2/22/2007,0.286,,
CR,2007,88,3/29/2007,0.284,,
CR,2007,114,4/24/2007,0.354,,
CR,2007,130,5/10/2007,0.353,,
CR,2007,144,5/24/2007,0.322,,
CR,2007,157,6/6/2007,0.271,,
CR,2007,172,6/21/2007,,V,extcoef: Light not monotonically decreasing
CR,2007,185,7/4/2007,0.274,,
CR,2007,200,7/19/2007,0.269,,
CR,2007,213,8/1/2007,0.286,,
CR,2007,228,8/16/2007,0.32,,
CR,2007,241,8/29/2007,0.308,,
CR,2007,256,9/13/2007,0.326,,
CR,2007,267,9/24/2007,0.302,,
CR,2007,284,10/11/2007,,V,extcoef: Light not monotonically decreasing
CR,2007,298,10/25/2007,0.319,,
CR,2007,320,11/16/2007,0.277,,
CR,2008,29,1/29/2008,0.344,,
CR,2008,64,3/4/2008,0.228,,
CR,2008,91,3/31/2008,0.235,,
CR,2008,127,5/6/2008,0.307,,
CR,2008,142,5/21/2008,0.385,,
CR,2008,157,6/5/2008,0.377,,
CR,2008,170,6/18/2008,0.312,,
CR,2008,184,7/2/2008,0.304,,
CR,2008,200,7/18/2008,0.333,,
CR,2008,212,7/30/2008,0.322,,
CR,2008,227,8/14/2008,0.352,,
CR,2008,239,8/26/2008,0.331,,
CR,2008,254,9/10/2008,0.301,,
CR,2008,268,9/24/2008,0.352,,
CR,2008,283,10/9/2008,0.318,,
CR,2008,296,10/22/2008,0.313,,
CR,2008,317,11/12/2008,0.282,,
CR,2009,21,1/21/2009,,V,extcoef: No light data
CR,2009,56,2/25/2009,0.263,,
CR,2009,84,3/25/2009,0.295,,
CR,2009,118,4/28/2009,0.322,,
CR,2009,135,5/15/2009,0.376,,
CR,2009,149,5/29/2009,0.36,,
CR,2009,162,6/11/2009,0.312,,
CR,2009,180,6/29/2009,0.263,,
CR,2009,189,7/8/2009,,V,extcoef: Light not monotonically decreasing
CR,2009,204,7/23/2009,0.262,,
CR,2009,217,8/5/2009,,V,extcoef: Light not monotonically decreasing
CR,2009,232,8/20/2009,0.23,,
CR,2009,244,9/1/2009,0.326,,
CR,2009,259,9/16/2009,0.244,,
CR,2009,273,9/30/2009,0.359,,
CR,2009,288,10/15/2009,0.273,,
CR,2009,301,10/28/2009,0.298,,
CR,2009,315,11/11/2009,0.291,,
CR,2010,15,1/15/2010,0.264,,
CR,2010,54,2/23/2010,0.233,,
CR,2010,105,4/15/2010,0.299,,
CR,2010,124,5/4/2010,0.305,,
CR,2010,132,5/12/2010,0.286,,
CR,2010,146,5/26/2010,0.283,,
CR,2010,153,6/2/2010,0.269,,
CR,2010,160,6/9/2010,0.241,,
CR,2010,167,6/16/2010,0.313,,
CR,2010,174,6/23/2010,0.314,,
CR,2010,181,6/30/2010,0.349,,
CR,2010,189,7/8/2010,0.368,,
CR,2010,195,7/14/2010,0.275,,
CR,2010,202,7/21/2010,0.362,,
CR,2010,208,7/27/2010,,V,extcoef: Light not monotonically decreasing
CR,2010,217,8/5/2010,0.329,,
CR,2010,223,8/11/2010,0.367,,
CR,2010,231,8/19/2010,0.373,,
CR,2010,243,8/31/2010,,V,extcoef: Light not monotonically decreasing
CR,2010,259,9/16/2010,0.324,,
CR,2010,273,9/30/2010,0.363,,
CR,2010,286,10/13/2010,0.335,,
CR,2010,302,10/29/2010,0.362,,
CR,2010,314,11/10/2010,0.319,,
CR,2011,12,1/12/2011,0.31,,
CR,2011,45,2/14/2011,0.271,,
CR,2011,80,3/21/2011,0.283,,
CR,2011,124,5/4/2011,0.297,,
CR,2011,138,5/18/2011,0.333,,
CR,2011,145,5/25/2011,0.333,,
CR,2011,152,6/1/2011,0.368,,
CR,2011,159,6/8/2011,0.359,,
CR,2011,166,6/15/2011,,V,extcoef: Light not monotonically decreasing
CR,2011,175,6/24/2011,0.334,,
CR,2011,181,6/30/2011,0.362,,
CR,2011,182,7/1/2011,,V,extcoef: No light data
CR,2011,188,7/7/2011,0.332,,
CR,2011,195,7/14/2011,0.341,,
CR,2011,196,7/15/2011,,V,extcoef: No light data
CR,2011,201,7/20/2011,0.375,,
CR,2011,207,7/26/2011,,V,extcoef: No light data
CR,2011,208,7/27/2011,0.308,,
CR,2011,215,8/3/2011,0.377,,
CR,2011,222,8/10/2011,0.352,,
CR,2011,223,8/11/2011,,V,extcoef: No light data
CR,2011,224,8/12/2011,,V,extcoef: No light data
CR,2011,229,8/17/2011,0.349,,
CR,2011,236,8/24/2011,0.305,,
CR,2011,237,8/25/2011,,V,extcoef: No light data
CR,2011,251,9/8/2011,0.313,,
CR,2011,265,9/22/2011,0.223,,
CR,2011,279,10/6/2011,0.314,,
CR,2011,292,10/19/2011,0.325,,
CR,2011,306,11/2/2011,0.284,,
CR,2011,320,11/16/2011,0.256,,
CR,2012,13,1/13/2012,0.327,,
CR,2012,55,2/24/2012,0.225,,
CR,2012,96,4/5/2012,,V,
CR,2012,109,4/18/2012,0.309,,
CR,2012,125,5/4/2012,0.367,,
CR,2012,138,5/17/2012,0.348,,
CR,2012,152,5/31/2012,,,
CR,2012,153,6/1/2012,,V,
CR,2012,159,6/7/2012,0.373,,
CR,2012,164,6/12/2012,0.381,,
CR,2012,166,6/14/2012,,,
CR,2012,173,6/21/2012,0.411,,
CR,2012,180,6/28/2012,0.388,,
CR,2012,186,7/4/2012,0.4,,
CR,2012,193,7/11/2012,0.378,,
CR,2012,200,7/18/2012,0.362,,
CR,2012,208,7/26/2012,0.315,,
CR,2012,214,8/1/2012,0.432,,
CR,2012,221,8/8/2012,0.383,,
CR,2012,229,8/16/2012,0.437,,
CR,2012,235,8/22/2012,0.53,,
CR,2012,250,9/6/2012,0.383,,
CR,2012,264,9/20/2012,0.353,,
CR,2012,277,10/3/2012,,V,
CR,2012,292,10/18/2012,,V,
CR,2012,305,10/31/2012,0.265,,
CR,2012,319,11/14/2012,0.243,,
CR,2013,16,1/16/2013,0.249,,
CR,2013,57,2/26/2013,0.233,,
CR,2013,85,3/26/2013,0.229,,
CR,2013,134,5/14/2013,0.309,,
CR,2013,144,5/24/2013,,,
CR,2013,150,5/30/2013,,,
CR,2013,151,5/31/2013,0.476,,
CR,2013,156,6/5/2013,0.418,,
CR,2013,162,6/11/2013,0.472,,
CR,2013,170,6/19/2013,0.423,,
CR,2013,176,6/25/2013,,,
CR,2013,178,6/27/2013,0.419,,
CR,2013,184,7/3/2013,0.442,,
CR,2013,190,7/9/2013,,,
CR,2013,191,7/10/2013,0.422,,
CR,2013,199,7/18/2013,,V,
CR,2013,205,7/24/2013,0.396,,
CR,2013,206,7/25/2013,,,
CR,2013,212,7/31/2013,0.348,,
CR,2013,218,8/6/2013,,,
CR,2013,220,8/8/2013,0.409,,
CR,2013,226,8/14/2013,0.411,,
CR,2013,233,8/21/2013,0.438,,
CR,2013,234,8/22/2013,,,
CR,2013,249,9/6/2013,0.367,,
CR,2013,256,9/13/2013,,,
CR,2013,262,9/19/2013,0.491,,
CR,2013,268,9/25/2013,,,
CR,2013,274,10/1/2013,0.366,,
CR,2013,290,10/17/2013,0.311,,
CR,2013,304,10/31/2013,0.31,,
CR,2013,317,11/13/2013,0.332,,
CR,2014,35,2/4/2014,0.219,,
CR,2014,72,3/13/2014,0.262,,
CR,2014,87,3/28/2014,0.211,,
CR,2014,142,5/22/2014,0.384,,
CR,2014,149,5/29/2014,,,
CR,2014,155,6/4/2014,,,
CR,2014,169,6/18/2014,0.288,,
CR,2014,184,7/3/2014,0.321,,
CR,2014,198,7/17/2014,,V,
CR,2014,212,7/31/2014,0.318,,
CR,2014,225,8/13/2014,0.32,,
CR,2014,240,8/28/2014,0.379,,
CR,2014,253,9/10/2014,,,
CR,2014,267,9/24/2014,0.366,,
CR,2014,280,10/7/2014,0.369,,
CR,2014,293,10/20/2014,0.288,,
CR,2014,317,11/13/2014,0.35,,
CR,2015,16,1/16/2015,0.259,,
CR,2015,58,2/27/2015,0.24,,
CR,2015,85,3/26/2015,0.297,,
CR,2015,110,4/20/2015,0.353,,
CR,2015,124,5/4/2015,0.362,,
CR,2015,140,5/20/2015,0.363,,
CR,2015,152,6/1/2015,0.297,,
CR,2015,167,6/16/2015,,V,extcoef: Light not monotonically decreasing
CR,2015,182,7/1/2015,0.353,,
CR,2015,194,7/13/2015,0.307,,
CR,2015,208,7/27/2015,,V,extcoef: Light not monotonically decreasing
CR,2015,222,8/10/2015,0.34,,
CR,2015,236,8/24/2015,0.305,,
CR,2015,253,9/10/2015,0.401,,
CR,2015,265,9/22/2015,0.316,,
CR,2015,279,10/6/2015,0.317,,
CR,2015,293,10/20/2015,0.343,,
CR,2015,314,11/10/2015,0.392,,
CR,2016,29,1/29/2016,0.26,,
CR,2016,56,2/25/2016,0.208,,
CR,2016,117,4/26/2016,0.277,,
CR,2016,132,5/11/2016,0.299,,
CR,2016,146,5/25/2016,0.288,,
CR,2016,160,6/8/2016,0.289,,
CR,2016,174,6/22/2016,0.291,,
CR,2016,189,7/7/2016,0.278,,
CR,2016,201,7/19/2016,0.323,,
CR,2016,214,8/1/2016,0.357,,
CR,2016,230,8/17/2016,0.318,,
CR,2016,244,8/31/2016,0.283,,
CR,2016,258,9/14/2016,,V,extcoef: Light not monotonically decreasing
CR,2016,270,9/26/2016,,V,extcoef: Light not monotonically decreasing
CR,2016,285,10/11/2016,0.268,,
CR,2016,299,10/25/2016,,V,extcoef: Light not monotonically decreasing
CR,2016,319,11/14/2016,0.304,,
CR,2017,18,1/18/2017,0.3,,
CR,2017,47,2/16/2017,0.235,,
CR,2017,82,3/23/2017,0.254,,
CR,2017,108,4/18/2017,0.289,,
CR,2017,123,5/3/2017,0.269,,
CR,2017,137,5/17/2017,0.314,,
CR,2017,152,6/1/2017,0.326,,
CR,2017,166,6/15/2017,,V,ext_coef: Light not monotonically decreasing
CR,2017,178,6/27/2017,,,
CR,2017,193,7/12/2017,0.301,,
CR,2017,207,7/26/2017,0.21,,
CR,2017,220,8/8/2017,,V,ext_coef: Light not monotonically decreasing
CR,2017,235,8/23/2017,0.23,,
CR,2017,250,9/7/2017,0.294,,
CR,2017,263,9/20/2017,0.278,,
CR,2017,277,10/4/2017,0.354,,
CR,2017,289,10/16/2017,,V,ext_coef: Light not monotonically decreasing
CR,2017,317,11/13/2017,0.281,,
CR,2018,18,1/18/2018,0.283,,
CR,2018,50,2/19/2018,0.259,,
CR,2018,86,3/27/2018,0.221,,
CR,2018,135,5/15/2018,,V,ext_coef: Light not monotonically decreasing
CR,2018,151,5/31/2018,,V,ext_coef: Light not monotonically decreasing
CR,2018,163,6/12/2018,0.295,,
CR,2018,176,6/25/2018,,V,ext_coef: Light not monotonically decreasing
CR,2018,191,7/10/2018,0.376,,
CR,2018,205,7/24/2018,0.386,,
CR,2018,220,8/8/2018,0.35,,
CR,2018,233,8/21/2018,0.308,,
CR,2018,249,9/6/2018,0.348,,
CR,2018,261,9/18/2018,0.299,,
CR,2018,276,10/3/2018,0.258,,
CR,2018,289,10/16/2018,0.339,,
CR,2018,315,11/11/2018,0.275,,
CR,2019,14,1/14/2019,0.406,,
CR,2019,53,2/22/2019,0.335,,
CR,2019,81,3/22/2019,0.26,,
CR,2019,127,5/7/2019,0.305,,
CR,2019,142,5/22/2019,,V,extcoef: Light not monotonically decreasing
CR,2019,156,6/5/2019,,V,extcoef: Light not monotonically decreasing
CR,2019,170,6/19/2019,0.346,,
CR,2019,183,7/2/2019,0.355,,
CR,2019,197,7/16/2019,0.319,,
CR,2019,212,7/31/2019,0.355,,
CR,2019,224,8/12/2019,,V,extcoef: Light not monotonically decreasing
CR,2019,239,8/27/2019,0.335,,
CR,2019,254,9/11/2019,0.302,,
CR,2019,268,9/25/2019,0.366,,
CR,2019,282,10/9/2019,0.349,,
CR,2019,295,10/22/2019,0.282,,
CR,2019,318,11/14/2019,0.324,,
CR,2020,13,1/13/2020,,V,ext_coef: Light not monotonically decreasing
CR,2020,49,2/18/2020,0.237,,
CR,2020,122,5/1/2020,0.285,,
CR,2020,153,6/1/2020,0.361,,
CR,2020,183,7/1/2020,,V,ext_coef: Light not monotonically decreasing
CR,2020,217,8/4/2020,0.359,,
CR,2020,253,9/9/2020,0.253,,
CR,2020,287,10/13/2020,0.286,,
CR,2020,307,11/2/2020,0.328,,
SP,1981,155,6/4/1981,,V,extcoef: No light data
SP,1981,167,6/16/1981,,V,extcoef: No light data
SP,1981,181,6/30/1981,0.293,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,197,7/16/1981,0.329,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,208,7/27/1981,0.307,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,223,8/11/1981,0.342,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,237,8/25/1981,0.324,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,258,9/15/1981,0.334,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,265,9/22/1981,,V,extcoef: Insufficient light data
SP,1981,292,10/19/1981,0.323,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,336,12/2/1981,0.35,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1982,20,1/20/1982,,V,extcoef: No light data
SP,1982,55,2/24/1982,,V,extcoef: No light data
SP,1982,95,4/5/1982,,V,extcoef: No light data
SP,1982,132,5/12/1982,0.42,,
SP,1982,147,5/27/1982,,V,extcoef: Light not monotonically decreasing
SP,1982,161,6/10/1982,,V,extcoef: Light not monotonically decreasing
SP,1982,174,6/23/1982,,V,extcoef: Light not monotonically decreasing
SP,1982,189,7/8/1982,,V,extcoef: No light data
SP,1982,201,7/20/1982,,V,extcoef: No light data
SP,1982,214,8/2/1982,,V,extcoef: No light data
SP,1982,229,8/17/1982,0.343,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1982,252,9/9/1982,0.322,,
SP,1982,263,9/20/1982,,V,extcoef: No light data
SP,1982,280,10/7/1982,,V,extcoef: Light not monotonically decreasing
SP,1982,292,10/19/1982,0.269,,
SP,1982,314,11/10/1982,0.317,,
SP,1982,336,12/2/1982,0.328,,
SP,1983,13,1/13/1983,,V,extcoef: No light data
SP,1983,55,2/24/1983,,V,extcoef: No light data
SP,1983,87,3/28/1983,,V,extcoef: No light data
SP,1983,131,5/11/1983,0.466,,
SP,1983,145,5/25/1983,,V,extcoef: Light not monotonically decreasing
SP,1983,160,6/9/1983,0.429,,
SP,1983,172,6/21/1983,0.332,,
SP,1983,189,7/8/1983,0.364,,
SP,1983,202,7/21/1983,0.344,,
SP,1983,213,8/1/1983,0.33,,
SP,1983,228,8/16/1983,0.291,,
SP,1983,249,9/6/1983,,V,extcoef: No light data
SP,1983,270,9/27/1983,0.311,,
SP,1983,290,10/17/1983,0.334,,
SP,1983,306,11/2/1983,0.308,,
SP,1983,319,11/15/1983,0.436,,
SP,1983,333,11/29/1983,0.373,,
SP,1984,6,1/6/1984,,V,extcoef: No light data
SP,1984,58,2/27/1984,,V,extcoef: No light data
SP,1984,101,4/10/1984,,V,extcoef: No light data
SP,1984,117,4/26/1984,,V,extcoef: No light data
SP,1984,130,5/9/1984,,V,extcoef: No light data
SP,1984,142,5/21/1984,0.407,,
SP,1984,156,6/4/1984,0.4,,
SP,1984,172,6/20/1984,0.318,,
SP,1984,187,7/5/1984,,V,extcoef: Light not monotonically decreasing
SP,1984,198,7/16/1984,0.268,,
SP,1984,213,7/31/1984,0.292,,
SP,1984,229,8/16/1984,0.357,,
SP,1984,249,9/5/1984,0.321,,
SP,1984,269,9/25/1984,,V,extcoef: No light data
SP,1984,291,10/17/1984,0.32,,
SP,1984,312,11/7/1984,0.493,,
SP,1984,331,11/26/1984,0.418,,
SP,1985,11,1/11/1985,0.355,,
SP,1985,58,2/27/1985,0.272,,
SP,1985,85,3/26/1985,0.233,,
SP,1985,101,4/11/1985,,V,extcoef: No light data
SP,1985,119,4/29/1985,0.394,,
SP,1985,135,5/15/1985,0.357,,
SP,1985,149,5/29/1985,0.309,,
SP,1985,161,6/10/1985,0.329,,
SP,1985,176,6/25/1985,0.287,,
SP,1985,191,7/10/1985,0.308,,
SP,1985,203,7/22/1985,0.314,,
SP,1985,217,8/5/1985,0.327,,
SP,1985,231,8/19/1985,0.282,,
SP,1985,253,9/10/1985,0.336,,
SP,1985,273,9/30/1985,0.195,,
SP,1985,296,10/23/1985,0.278,,
SP,1985,315,11/11/1985,0.554,,
SP,1986,14,1/14/1986,0.507,,
SP,1986,58,2/27/1986,,V,extcoef: Insufficient light data
SP,1986,114,4/24/1986,0.482,,
SP,1986,127,5/7/1986,0.409,,
SP,1986,139,5/19/1986,0.438,,
SP,1986,154,6/3/1986,0.369,,
SP,1986,167,6/16/1986,0.35,,
SP,1986,181,6/30/1986,0.349,,
SP,1986,195,7/14/1986,0.284,,
SP,1986,210,7/29/1986,0.365,,
SP,1986,223,8/11/1986,0.349,,
SP,1986,237,8/25/1986,,V,extcoef: Light not monotonically decreasing
SP,1986,251,9/8/1986,0.318,,
SP,1986,265,9/22/1986,0.256,,
SP,1986,280,10/7/1986,0.362,,
SP,1986,294,10/21/1986,0.398,,
SP,1986,316,11/12/1986,0.531,,
SP,1987,14,1/14/1987,0.342,,
SP,1987,55,2/24/1987,0.352,,
SP,1987,83,3/24/1987,0.327,,
SP,1987,110,4/20/1987,0.372,,
SP,1987,125,5/5/1987,0.369,,
SP,1987,140,5/20/1987,0.295,,
SP,1987,153,6/2/1987,0.336,,
SP,1987,162,6/11/1987,0.245,,
SP,1987,180,6/29/1987,0.336,,
SP,1987,194,7/13/1987,0.35,,
SP,1987,210,7/29/1987,0.334,,
SP,1987,223,8/11/1987,0.32,,
SP,1987,238,8/26/1987,0.271,,
SP,1987,251,9/8/1987,0.244,,
SP,1987,264,9/21/1987,0.271,,
SP,1987,278,10/5/1987,0.294,,
SP,1987,293,10/20/1987,0.358,,
SP,1987,306,11/2/1987,0.546,,
SP,1987,320,11/16/1987,0.529,,
SP,1988,19,1/19/1988,,V,extcoef: Light not monotonically decreasing
SP,1988,60,2/29/1988,0.282,,
SP,1988,95,4/4/1988,0.271,,
SP,1988,116,4/25/1988,0.462,,
SP,1988,130,5/9/1988,0.318,,
SP,1988,145,5/24/1988,0.298,,
SP,1988,158,6/6/1988,0.281,,
SP,1988,173,6/21/1988,0.263,,
SP,1988,187,7/5/1988,0.299,,
SP,1988,200,7/18/1988,0.253,,
SP,1988,214,8/1/1988,0.271,,
SP,1988,229,8/16/1988,0.299,,
SP,1988,242,8/29/1988,0.265,,
SP,1988,256,9/12/1988,0.239,,
SP,1988,271,9/27/1988,0.28,,
SP,1988,284,10/10/1988,0.268,,
SP,1988,298,10/24/1988,0.346,,
SP,1988,313,11/8/1988,0.389,,
SP,1989,12,1/12/1989,,V,extcoef: No light data
SP,1989,54,2/23/1989,0.302,,
SP,1989,88,3/29/1989,0.218,,
SP,1989,121,5/1/1989,0.383,,
SP,1989,137,5/17/1989,0.365,,
SP,1989,150,5/30/1989,0.275,,
SP,1989,164,6/13/1989,0.254,,
SP,1989,177,6/26/1989,0.315,,
SP,1989,191,7/10/1989,0.35,,
SP,1989,205,7/24/1989,0.277,,
SP,1989,220,8/8/1989,0.342,,
SP,1989,233,8/21/1989,,V,extcoef: Light not monotonically decreasing
SP,1989,248,9/5/1989,0.333,,
SP,1989,261,9/18/1989,,V,extcoef: Light not monotonically decreasing
SP,1989,275,10/2/1989,0.221,,
SP,1989,289,10/16/1989,0.289,,
SP,1989,305,11/1/1989,0.331,,
SP,1989,318,11/14/1989,0.368,,
SP,1990,17,1/17/1990,,V,extcoef: Insufficient light data
SP,1990,50,2/19/1990,0.373,,
SP,1990,87,3/28/1990,,V,extcoef: No light data
SP,1990,120,4/30/1990,0.434,,
SP,1990,135,5/15/1990,0.299,,
SP,1990,149,5/29/1990,,V,extcoef: Light not monotonically decreasing
SP,1990,165,6/14/1990,0.395,,
SP,1990,177,6/26/1990,0.302,,
SP,1990,191,7/10/1990,0.299,,
SP,1990,204,7/23/1990,0.286,,
SP,1990,219,8/7/1990,0.321,,
SP,1990,233,8/21/1990,0.332,,
SP,1990,247,9/4/1990,0.275,,
SP,1990,262,9/19/1990,0.319,,
SP,1990,275,10/2/1990,0.338,,
SP,1990,289,10/16/1990,0.348,,
SP,1990,304,10/31/1990,0.565,,
SP,1990,316,11/12/1990,0.527,,
SP,1991,16,1/16/1991,,V,extcoef: Insufficient light data
SP,1991,50,2/19/1991,,V,extcoef: Insufficient light data
SP,1991,84,3/25/1991,0.3,,
